Timestamp;ATB_Status;BoomLength;BoomOverHoist_Status;Bypass_Status;Config;MainAngle;MainLoad;Overload_Status;Radius;SWL
2023-11-26 21:04:01;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:04;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:07;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:11;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:14;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:18;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:21;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:24;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:28;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:31;0;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:34;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:38;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:41;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:44;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:48;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:51;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:54;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:04:58;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:01;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:04;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:08;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:11;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:14;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:18;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:21;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:24;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:28;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:31;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:34;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:38;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:41;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:44;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:48;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:51;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:54;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:05:58;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:01;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:04;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:08;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:11;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:14;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:18;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:21;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:24;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:28;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:31;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:34;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:38;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:41;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:44;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:48;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:51;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:54;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:06:57;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:01;0;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:04;0;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:07;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:11;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:14;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:17;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:21;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:28;1;12.0;0;0;Crane;0;0;0;0;0
2023-11-26 21:07:31;0;12.0;0;0;Crane;0;0;0;0;0
